\PL_NAME='WASP-80 b'
\SPEC_TYPE='Eclipse'
\INSTRUMENT='Near Infrared Camera (NIRCam)'
\FACILITY='NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission'
\NOTE='Figure 3, Fiducial spectrum'
\REFERENCE='Bell et al. 2023'
|CENTRALWAVELNG|BANDWIDTH|ESPECLIPDEP|ESPECLIPDEPERR1|ESPECLIPDEPERR2|ESPECLIPDEPLIM|ESPBRITEMP|ESPBRITEMPERR1|ESPBRITEMPERR2|ESPBRITEMPLIM|OBS_DATE|OBS_DATEERR1|OBS_DATEERR2|
|        double|   double|     double|         double|         double|          long|    double|        double|        double|         long|    char|      double|      double|
|       microns|  microns|          %|               |               |              |         K|              |              |             |    days|        days|        days|
|          null|     null|       null|           null|           null|          null|      null|          null|          null|         null|    null|        null|        null|
        3.70235      null     0.04511         0.00828        -0.00828              0       null           null           null             0     null         null         null 
        3.71705      null     0.05702         0.00826        -0.00826              0       null           null           null             0     null         null         null 
        3.73175      null     0.03163          0.0076         -0.0076              0       null           null           null             0     null         null         null 
        3.74645      null     0.03644         0.00791        -0.00791              0       null           null           null             0     null         null         null 
        3.76115      null     0.04483         0.00856        -0.00856              0       null           null           null             0     null         null         null 
        3.77585      null     0.05112         0.00824        -0.00824              0       null           null           null             0     null         null         null 
        3.79055      null     0.05027         0.00949        -0.00949              0       null           null           null             0     null         null         null 
         3.8053      null     0.04316         0.00852        -0.00852              0       null           null           null             0     null         null         null 
        3.82005      null      0.0419         0.00887        -0.00887              0       null           null           null             0     null         null         null 
        3.83475      null     0.06573         0.00873        -0.00873              0       null           null           null             0     null         null         null 
        3.84945      null     0.05227         0.01076        -0.01076              0       null           null           null             0     null         null         null 
        3.86415      null     0.06198         0.00895        -0.00895              0       null           null           null             0     null         null         null 
        3.87885      null     0.06347         0.01098        -0.01098              0       null           null           null             0     null         null         null 
        3.89355      null     0.06083         0.00841        -0.00841              0       null           null           null             0     null         null         null 
         3.9083      null     0.06666         0.00802        -0.00802              0       null           null           null             0     null         null         null 
        3.92305      null     0.05189         0.00751        -0.00751              0       null           null           null             0     null         null         null 
        3.93775      null     0.07571         0.00939        -0.00939              0       null           null           null             0     null         null         null 
        3.95245      null      0.0777         0.00829        -0.00829              0       null           null           null             0     null         null         null 
        3.96715      null     0.07658         0.00896        -0.00896              0       null           null           null             0     null         null         null 
        3.98185      null     0.05134         0.01055        -0.01055              0       null           null           null             0     null         null         null 
         3.9966      null     0.05989         0.01282        -0.01282              0       null           null           null             0     null         null         null 
        4.01135      null     0.07471         0.01545        -0.01545              0       null           null           null             0     null         null         null 
        4.02605      null      0.0918         0.02208        -0.02208              0       null           null           null             0     null         null         null 
        4.04075      null      0.0878         0.03333        -0.03333              0       null           null           null             0     null         null         null 
         4.0555      null     0.09867         0.05095        -0.05095              0       null           null           null             0     null         null         null 
