# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: fp_value, datatype: float64}
# - {name: fp_errorneg, datatype: float64}
# - {name: fp_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width fp_value fp_errorneg fp_errorpos
4.6625 0.00749999999999984 0.0008326099440863 0.0001063543116716 0.0001045155090167
4.6775 0.00749999999999984 0.0005922392329995 0.00010980118859459993 0.00011499322537850002
4.6925 0.007500000000000284 0.0006480197365702 0.00010877875065510006 0.00011593873552360003
4.7075 0.00749999999999984 0.0009158199766559 0.00011815174672350002 0.00011998045327989994
4.7225 0.007500000000000284 0.0007247595917642 0.00011584345457879997 0.00011773848735929999
4.737500000000001 0.00749999999999984 0.0009281577977834 0.00011219788193429997 0.00011394038943070013
4.7524999999999995 0.00749999999999984 0.0006897496894607 0.00012262423046380006 0.00011896901733929994
4.7675 0.007500000000000284 0.000871449440597 0.00011096787023600002 0.00010905927112550009
4.782500000000001 0.00749999999999984 0.0007513883231094 0.00011430355077649999 0.00011277023032519999
4.797499999999999 0.00749999999999984 0.0008632680218391 0.00012003024327829999 0.00011499687933770001
4.8125 0.007500000000000284 0.0008601506902127 0.00012407833511569996 0.00012868601367379997
4.827500000000001 0.00749999999999984 0.0008568594104286 0.00012205510749110004 0.0001257780679112
4.842499999999999 0.00749999999999984 0.0011113599265373 0.00011813550016939994 0.00011641350505469999
4.8575 0.007500000000000284 0.0008170567506945 0.00014179421281829997 0.00012612835330670007
4.8725000000000005 0.00749999999999984 0.0009130889863244 0.00012644154320250005 0.00012099612639849991
4.887499999999999 0.00749999999999984 0.0008453128278765 0.00011875639133039997 0.0001205724440076
4.9025 0.007500000000000284 0.0010026334691508 0.00012621536946520002 0.0001284719823876001
4.9175 0.00749999999999984 0.0009073635184153 0.0001434642143578 0.00014727823764230008
4.9325 0.007500000000000284 0.0010059810030981 0.00012777447963600007 0.00012559481594469997
4.9475 0.00749999999999984 0.0010657866812048 0.00014761407252659997 0.00014639422381789997
4.9625 0.00749999999999984 0.0009265915593881 0.00015514672559799997 0.0001536051283941999
