# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: fp_value, datatype: float64}
# - {name: fp_errorneg, datatype: float64}
# - {name: fp_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width fp_value fp_errorneg fp_errorpos
3.2075 0.00749999999999984 0.0002054688889727 6.72859424377e-05 6.83938548633e-05
3.2225 0.007500000000000062 0.0002150176993278 7.03673915319e-05 7.48752677778e-05
3.2375 0.007500000000000062 0.0001404999468753 7.264432244125267e-05 7.18533048453e-05
3.2525 0.00749999999999984 0.0002166017309316 7.149321762449999e-05 7.400862337100003e-05
3.2675 0.007500000000000062 0.000153666049068 7.836122070102242e-05 7.836277916250002e-05
3.2824999999999998 0.007500000000000062 0.0002731745626846 6.771576592149998e-05 7.071782659030004e-05
3.2975000000000003 0.007500000000000062 0.000184214461801 7.515252589120001e-05 7.522193549879997e-05
3.3125 0.00749999999999984 0.0001734908396446 6.87778509761e-05 7.292062168919998e-05
3.3274999999999997 0.007500000000000062 9.089025569238743e-05 7.179054785414747e-05 6.894271436521256e-05
3.3425000000000002 0.007500000000000062 0.0001448265731493 7.210811212847326e-05 7.318862162860001e-05
3.3575 0.007500000000000062 0.0001960458538486 7.327703594649999e-05 7.690060155359998e-05
3.3725 0.00749999999999984 0.0001705959873794 7.02183258595e-05 6.84619829045e-05
3.3875 0.007500000000000062 0.0001815099748434 7.250212038359998e-05 7.13361385452e-05
3.4025 0.007500000000000062 0.0002642069441072 7.171295890509997e-05 7.13687566935e-05
3.4175 0.00749999999999984 0.0002357252505316 7.413312585159999e-05 7.247761151369999e-05
3.4325 0.007500000000000062 0.0002246286655293 7.69884557568e-05 7.605001760089999e-05
3.4475 0.007500000000000062 0.0002667669034383 6.809070829050002e-05 7.092988252489996e-05
3.4625000000000004 0.007500000000000062 0.000206442026897 7.286589967109999e-05 7.414949185950001e-05
3.4775 0.00749999999999984 0.0001319049207391 9.071625556315057e-05 7.66247782703e-05
3.4924999999999997 0.007500000000000062 0.0002353010688186 7.11305927433e-05 6.863116927739997e-05
3.5075000000000003 0.007500000000000062 0.0001688879969644 7.84440871886642e-05 8.088252734390002e-05
3.5225 0.00749999999999984 0.0002605881649537 7.861460551630001e-05 7.480368318519995e-05
3.5374999999999996 0.007500000000000062 0.0003004936221561 7.3175928822e-05 7.24864170379e-05
3.5525 0.007500000000000062 0.0002570582191639 7.170021661059999e-05 7.29493083052e-05
3.5675 0.007500000000000062 0.0002155756123079 7.10595038675e-05 7.164730696900001e-05
3.5825 0.00749999999999984 0.0002247522089093 7.592704978270001e-05 7.1375344698e-05
3.5975 0.007500000000000062 0.0001765312485595 7.46829419815e-05 7.515327684449999e-05
3.6125 0.007500000000000062 0.0003311294438484 8.207935973999998e-05 7.48554114496e-05
3.6275 0.00749999999999984 0.0002460012921228 7.144190902279998e-05 7.213924501680002e-05
3.6425 0.007500000000000062 0.0003239212267709 8.421377539629999e-05 7.905821810000004e-05
3.6574999999999998 0.007500000000000062 0.000406332890663 7.89726955826e-05 7.932194146840002e-05
3.6725000000000003 0.007500000000000062 0.0004534382832556 6.970162198889998e-05 7.106952562900006e-05
3.6875 0.00749999999999984 0.0003587628035433 7.497662781879997e-05 7.453151171000002e-05
3.7024999999999997 0.007500000000000062 0.0004432672861366 9.399039737669997e-05 0.00013995019834369998
3.7175000000000002 0.007500000000000062 0.0005574445879211 7.033312991599995e-05 7.165356376620004e-05
3.7325 0.007500000000000062 0.0003458282599337 7.636956614860002e-05 7.492916416070001e-05
3.7475 0.00749999999999984 0.0003753346290668 7.222066876650003e-05 7.358912898169998e-05
3.7625 0.007500000000000062 0.0004405752717056 7.711973784780001e-05 7.828157003689998e-05
3.7775 0.007500000000000062 0.0005392187857345 7.776846084359997e-05 8.508929816669999e-05
3.7925 0.00749999999999984 0.0006128067186601 8.732084246479996e-05 8.236010279329999e-05
3.8075 0.007500000000000062 0.0004303008813718 7.63512771248e-05 7.714012715050005e-05
3.8225 0.007500000000000062 0.0004887236931723 8.49006995524e-05 8.21602987929e-05
3.8375000000000004 0.007500000000000062 0.0006130608454766 7.95491620826e-05 7.979991941710004e-05
3.8525 0.00749999999999984 0.000538905905934 7.887369541110004e-05 8.018724860829997e-05
3.8674999999999997 0.007500000000000062 0.0006374963912109 7.461100052220005e-05 7.494205824410002e-05
3.8825000000000003 0.007500000000000062 0.0005275815400303 8.295524444500006e-05 8.292432335109997e-05
3.8975 0.00749999999999984 0.0006775880233795 8.735095643799991e-05 8.627434206750009e-05
3.9124999999999996 0.007500000000000062 0.0006228504818874 8.327600955460002e-05 8.2568466655e-05
3.9275 0.007500000000000062 0.0005644277790767 7.221334687889996e-05 7.363478935199994e-05
3.9425 0.007500000000000062 0.000809459957083 8.206734176149997e-05 7.751779059760001e-05
