\PL_NAME = WASP-69 b
\SPEC_TYPE = Eclipse
\SPEC_NUM = 1
\INSTRUMENT = Near Infrared Camera (NIRCam)
\FACILITY = NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission
\NOTE = Figure 3, unbinned, F322W2 and F444W
\REFERENCE = Schlawin et al. 2024
\
\
|CENTRALWAVELNG|BANDWIDTH|ESPECLIPDEP|ESPECLIPDEPERR1|ESPECLIPDEPERR2|ESPECLIPDEPLIM|ESPBRITEMP|ESPBRITEMPERR1|ESPBRITEMPERR2|ESPBRITEMPLIM|OBS_DATE|OBS_DATEERR1|OBS_DATEERR2|
|        double|   double|     double|         double|         double|          long|    double|        double|        double|         long|    char|        char|        char|
|       microns|  microns|          %|               |               |              |         K|              |              |             |    days|        days|        days|
|          null|     null|       null|           null|           null|          null|      null|          null|          null|         null|    null|        null|        null|
        3.88426   0.00980     0.06370         0.00612        -0.00612              0       null           null           null             0     null         null         null 
        3.89436   0.01030     0.06532         0.00630        -0.00630              0       null           null           null             0     null         null         null 
        3.90466   0.01030     0.06199         0.00579        -0.00579              0       null           null           null             0     null         null         null 
        3.91471   0.00980     0.06717         0.00561        -0.00561              0       null           null           null             0     null         null         null 
        3.92451   0.00980     0.06569         0.00536        -0.00536              0       null           null           null             0     null         null         null 
        3.93431   0.00980     0.06139         0.00543        -0.00543              0       null           null           null             0     null         null         null 
        3.94436   0.01030     0.05934         0.00542        -0.00542              0       null           null           null             0     null         null         null 
        3.95442   0.01080     0.06665         0.00469        -0.00469              0       null           null           null             0     null         null         null 
        3.96470   0.00980     0.06297         0.00489        -0.00489              0       null           null           null             0     null         null         null 
        3.97450   0.00980     0.06156         0.00476        -0.00476              0       null           null           null             0     null         null         null 
        3.98430   0.00980     0.06395         0.00498        -0.00498              0       null           null           null             0     null         null         null 
        3.99458   0.01080     0.06228         0.00460        -0.00460              0       null           null           null             0     null         null         null 
        4.00487   0.00980     0.06803         0.00474        -0.00474              0       null           null           null             0     null         null         null 
        4.01467   0.00980     0.06039         0.00497        -0.00497              0       null           null           null             0     null         null         null 
        4.02446   0.00980     0.07386         0.00495        -0.00495              0       null           null           null             0     null         null         null 
        4.03426   0.00980     0.05106         0.00496        -0.00496              0       null           null           null             0     null         null         null 
        4.04455   0.01080     0.06326         0.00465        -0.00465              0       null           null           null             0     null         null         null 
        4.05483   0.00980     0.06108         0.00513        -0.00513              0       null           null           null             0     null         null         null 
        4.06463   0.00980     0.06571         0.00478        -0.00478              0       null           null           null             0     null         null         null 
        4.07442   0.00980     0.07138         0.00496        -0.00496              0       null           null           null             0     null         null         null 
        4.08422   0.00980     0.06883         0.00484        -0.00484              0       null           null           null             0     null         null         null 
        4.09451   0.01080     0.05485         0.00472        -0.00472              0       null           null           null             0     null         null         null 
        4.10479   0.00980     0.07751         0.00510        -0.00510              0       null           null           null             0     null         null         null 
        4.11459   0.00980     0.06749         0.00501        -0.00501              0       null           null           null             0     null         null         null 
        4.12439   0.00980     0.05880         0.00500        -0.00500              0       null           null           null             0     null         null         null 
        4.13418   0.00980     0.06573         0.00492        -0.00492              0       null           null           null             0     null         null         null 
        4.14447   0.01080     0.06706         0.00498        -0.00498              0       null           null           null             0     null         null         null 
        4.15476   0.00980     0.06562         0.00532        -0.00532              0       null           null           null             0     null         null         null 
        4.16455   0.00980     0.06593         0.00522        -0.00522              0       null           null           null             0     null         null         null 
        4.17435   0.00980     0.06444         0.00552        -0.00552              0       null           null           null             0     null         null         null 
        4.18415   0.00980     0.07295         0.00530        -0.00530              0       null           null           null             0     null         null         null 
        4.19443   0.01080     0.06707         0.00537        -0.00537              0       null           null           null             0     null         null         null 
        4.20472   0.00980     0.06225         0.00582        -0.00582              0       null           null           null             0     null         null         null 
        4.21451   0.00980     0.05622         0.00560        -0.00560              0       null           null           null             0     null         null         null 
        4.22431   0.00980     0.04333         0.00580        -0.00580              0       null           null           null             0     null         null         null 
        4.23460   0.01080     0.06393         0.00531        -0.00531              0       null           null           null             0     null         null         null 
        4.24488   0.00980     0.04877         0.00551        -0.00551              0       null           null           null             0     null         null         null 
        4.25468   0.00980     0.03630         0.00551        -0.00551              0       null           null           null             0     null         null         null 
        4.26448   0.00980     0.04563         0.00547        -0.00547              0       null           null           null             0     null         null         null 
        4.27427   0.00980     0.03939         0.00556        -0.00556              0       null           null           null             0     null         null         null 
        4.28456   0.01080     0.04167         0.00530        -0.00530              0       null           null           null             0     null         null         null 
        4.29485   0.00980     0.03172         0.00592        -0.00592              0       null           null           null             0     null         null         null 
        4.30464   0.00980     0.04009         0.00577        -0.00577              0       null           null           null             0     null         null         null 
        4.31444   0.00980     0.04956         0.00606        -0.00606              0       null           null           null             0     null         null         null 
        4.32424   0.00980     0.03837         0.00540        -0.00540              0       null           null           null             0     null         null         null 
        4.33452   0.01080     0.03767         0.00569        -0.00569              0       null           null           null             0     null         null         null 
        4.34481   0.00980     0.03545         0.00580        -0.00580              0       null           null           null             0     null         null         null 
        4.35460   0.00980     0.04332         0.00618        -0.00618              0       null           null           null             0     null         null         null 
        4.36440   0.00980     0.03881         0.00602        -0.00602              0       null           null           null             0     null         null         null 
